date,state,positive,negative,totalTestResults,death
2020-05-21,SC,9175,129063,138238,407
2020-05-22,SC,9638,140385,150023,419
2020-05-23,SC,9895,149015,158910,425
2020-05-24,SC,10096,153851,163947,435
2020-05-25,SC,10178,155842,166020,440
2020-05-26,SC,10416,162318,172734,446
2020-05-27,SC,10623,165060,175683,466
2020-05-28,SC,10788,171461,182249,470
2020-05-29,SC,11131,177126,188257,483
2020-05-30,SC,11394,178125,189519,487
2020-05-31,SC,11861,188355,200216,494
2020-06-01,SC,12148,192540,204688,500
2020-06-02,SC,12415,206362,218777,501
2020-06-03,SC,12651,210274,222925,518
2020-06-04,SC,13005,217846,230851,525
2020-06-05,SC,13453,217846,231299,538
2020-06-06,SC,13916,218828,232744,545
2020-06-07,SC,14286,223573,237859,546
2020-06-08,SC,14800,229861,244661,557
2020-06-09,SC,15228,232754,247982,568
2020-06-10,SC,15759,236773,252532,575
2020-06-11,SC,16441,213616,230057,588
2020-06-12,SC,17170,218889,236059,593
2020-06-13,SC,17955,223951,241906,599
2020-06-14,SC,18795,229541,248336,600
2020-06-15,SC,19378,236179,255557,602
2020-06-16,SC,19990,247689,267679,607
2020-06-17,SC,20556,252198,272754,617
2020-06-18,SC,21548,258975,280523,621
2020-06-19,SC,22631,265669,288300,639
2020-06-20,SC,23786,272463,296249,644
2020-06-21,SC,24693,277974,302667,653
2020-06-22,SC,25701,278179,303880,659
2020-06-23,SC,26613,282638,309251,673
2020-06-24,SC,27897,290311,318208,683
2020-06-25,SC,29022,304336,333358,693
2020-06-26,SC,30335,304336,334671,694
2020-06-27,SC,31939,319225,351164,711
2020-06-28,SC,33320,326482,359802,716
2020-06-29,SC,34644,334661,369305,720
2020-06-30,SC,36399,344173,380572,739
2020-07-01,SC,37919,351953,389872,766
2020-07-02,SC,39701,361700,401401,784
2020-07-03,SC,41532,367500,409032,793
2020-07-04,SC,43386,377307,420693,813
2020-07-05,SC,44847,385962,430809,820
2020-07-06,SC,46380,393477,439857,827
2020-07-07,SC,47352,397939,445291,846
2020-07-08,SC,48909,404931,453840,884
2020-07-09,SC,50691,413074,463765,905
2020-07-10,SC,52419,422816,475235,929
2020-07-11,SC,54699,433391,488090,951
2020-07-12,SC,56648,435860,492508,961
2020-07-13,SC,58168,448933,507101,972
2020-07-14,SC,60389,457092,517481,993
2020-07-15,SC,62245,463738,525983,998
2020-07-16,SC,64083,475881,539964,1070
2020-07-17,SC,66060,487315,553375,1096
2020-07-18,SC,67612,494381,561993,1135
2020-07-19,SC,69986,507400,577386,1155
2020-07-20,SC,71445,516871,588316,1164
2020-07-21,SC,73337,525356,598693,1221
2020-07-22,SC,75042,534118,609160,1285
2020-07-23,SC,76606,541868,618474,1334
2020-07-24,SC,78607,550765,629372,1385
2020-07-25,SC,80008,558482,638490,1465
2020-03-07,SD,0,5,5,0
2020-03-08,SD,0,5,5,0
2020-03-09,SD,0,5,5,0
2020-03-10,SD,0,11,11,0
2020-03-11,SD,5,13,18,0
2020-03-12,SD,8,27,35,0
2020-03-13,SD,9,73,82,0
2020-03-14,SD,9,182,191,0
2020-03-15,SD,9,327,336,0
2020-03-16,SD,10,494,504,0
2020-03-17,SD,11,551,562,0
2020-03-18,SD,11,551,562,1
2020-03-19,SD,11,551,562,1
2020-03-20,SD,14,663,677,1
2020-03-21,SD,14,691,705,1
2020-03-22,SD,21,740,761,1
2020-03-23,SD,28,762,790,1
2020-03-24,SD,30,790,820,1
2020-03-25,SD,41,819,860,1
2020-03-26,SD,46,1973,2019,1
2020-03-27,SD,58,2387,2445,1
2020-03-28,SD,68,2592,2660,1
2020-03-29,SD,90,3127,3217,1
2020-03-30,SD,101,3478,3579,1
2020-03-31,SD,108,3609,3717,1
2020-04-01,SD,129,3903,4032,2
2020-04-02,SD,165,4217,4382,2
2020-04-03,SD,187,4593,4780,2
2020-04-04,SD,212,5012,5224,2
2020-04-05,SD,240,5353,5593,2
2020-04-06,SD,288,5732,6020,4
2020-04-07,SD,320,5948,6268,6
2020-04-08,SD,393,6355,6748,6
2020-04-09,SD,447,6700,7147,6
2020-04-10,SD,536,7111,7647,6
2020-04-11,SD,626,7378,8004,6
2020-04-12,SD,730,7823,8553,6
2020-04-13,SD,868,8134,9002,6
2020-04-14,SD,988,8308,9296,6
2020-04-15,SD,1168,8691,9859,6
2020-04-16,SD,1311,9239,10550,7
2020-04-17,SD,1411,9651,11062,7
2020-04-18,SD,1542,10118,11660,7
2020-04-19,SD,1635,10427,12062,7
2020-04-20,SD,1685,10641,12326,7
2020-04-21,SD,1755,11060,12815,8
2020-04-22,SD,1858,11588,13446,8
2020-04-23,SD,1956,12109,14065,9
2020-04-24,SD,2040,12784,14824,10
2020-04-25,SD,2147,13449,15596,10
2020-04-26,SD,2212,14062,16274,11
2020-04-27,SD,2245,14130,16375,11
2020-04-28,SD,2313,14299,16612,11
2020-04-29,SD,2373,14460,16833,13
2020-04-30,SD,2449,14579,17028,17
2020-05-01,SD,2525,14838,17363,21
2020-05-02,SD,2588,15503,18091,21
2020-05-03,SD,2631,15786,18417,21
2020-05-04,SD,2668,16045,18713,21
2020-05-05,SD,2721,16301,19022,24
2020-05-06,SD,2779,16637,19416,29
2020-05-07,SD,2905,17209,20114,31
2020-05-08,SD,3144,18149,21293,31
2020-05-09,SD,3393,19559,22952,34
2020-05-10,SD,3517,20377,23894,34
2020-05-11,SD,3614,20964,24578,34
2020-05-12,SD,3663,21534,25197,39
2020-05-13,SD,3732,22112,25844,39
2020-05-14,SD,3792,22681,26473,43
2020-05-15,SD,3887,23527,27414,44
2020-05-16,SD,3959,24217,28176,44
2020-05-17,SD,3987,24572,28559,44
2020-05-18,SD,4027,25018,29045,44
2020-05-19,SD,4085,25624,29709,46
2020-05-20,SD,4177,26212,30389,46
2020-05-21,SD,4250,27051,31301,48
2020-05-22,SD,4356,27988,32344,50
2020-05-23,SD,4468,29060,33528,50
2020-05-24,SD,4563,30342,34905,50
2020-05-25,SD,4586,30697,35283,50
2020-05-26,SD,4653,32385,37038,50
2020-05-27,SD,4710,33296,38006,54
2020-05-28,SD,4793,34233,39026,54
2020-05-29,SD,4866,35816,40682,59
2020-05-30,SD,4960,37978,42938,62
2020-05-31,SD,4993,39135,44128,62
2020-06-01,SD,5034,40627,45661,62
2020-06-02,SD,5067,41779,46846,62
2020-06-03,SD,5162,43500,48662,62
2020-06-04,SD,5247,47375,52622,64
2020-06-05,SD,5277,48086,53363,65
2020-06-06,SD,5367,50091,55458,65
2020-06-07,SD,5438,51622,57060,65
2020-06-08,SD,5471,52348,57819,65
2020-06-09,SD,5523,53636,59159,68
2020-06-10,SD,5604,55081,60685,69
2020-06-11,SD,5665,56079,61744,73
2020-06-12,SD,5742,57263,63005,74
2020-06-13,SD,5833,58680,64513,75
2020-06-14,SD,5898,59421,65319,75
2020-06-15,SD,5928,60467,66395,75
2020-06-16,SD,5966,61236,67202,77
2020-06-17,SD,6050,62938,68988,78
2020-06-18,SD,6109,64244,70353,78
2020-06-19,SD,6158,65035,71193,81
2020-06-20,SD,6225,65690,71915,81
2020-06-21,SD,6297,66729,73026,81
2020-06-22,SD,6326,67003,73329,81
2020-06-23,SD,6353,67633,73986,83
2020-06-24,SD,6419,68658,75077,84
2020-06-25,SD,6479,69375,75854,87
2020-06-26,SD,6535,70480,77015,88
2020-06-27,SD,6626,71474,78100,91
2020-06-28,SD,6681,72212,78893,91
2020-06-29,SD,6716,72741,79457,91
2020-06-30,SD,6764,73324,80088,91
2020-07-01,SD,6826,74117,80943,93
2020-07-02,SD,6893,75048,81941,97
2020-07-03,SD,6978,76015,82993,97
2020-07-04,SD,7028,76802,83830,97
2020-07-05,SD,7063,76940,84003,97
2020-07-06,SD,7105,77198,84303,97
2020-07-07,SD,7163,78202,85365,98
2020-07-08,SD,7242,78984,86226,98
2020-07-09,SD,7336,79974,87310,101
2020-07-10,SD,7401,81141,88542,107
2020-07-11,SD,7454,82152,89606,109
2020-07-12,SD,7499,83109,90608,109
2020-07-13,SD,7524,83854,91378,109
2020-07-14,SD,7572,84592,92164,109
2020-07-15,SD,7652,85891,93543,111
2020-07-16,SD,7694,86342,94036,115
2020-07-17,SD,7789,88184,95973,116
2020-07-18,SD,7862,89385,97247,116
2020-07-19,SD,7906,90181,98087,118
2020-07-20,SD,7943,90711,98654,118
2020-07-21,SD,8019,91826,99845,118
2020-07-22,SD,8077,92981,101058,119
2020-07-23,SD,8143,94393,102536,121
2020-07-24,SD,8200,95290,103490,122
2020-07-25,SD,8305,97608,105913,122
2020-03-05,TN,1,0,1,0
2020-03-06,TN,1,0,1,0
2020-03-07,TN,1,0,1,0
2020-03-08,TN,3,0,3,0
2020-03-09,TN,3,0,3,0
2020-03-10,TN,7,0,7,0
2020-03-11,TN,7,50,57,0
2020-03-12,TN,18,79,97,0
2020-03-13,TN,26,116,142,0
2020-03-14,TN,32,130,162,0
2020-03-15,TN,39,157,196,0
2020-03-16,TN,52,270,322,0
2020-03-17,TN,73,330,403,0
2020-03-18,TN,98,349,447,0
2020-03-19,TN,154,349,503,0
2020-03-20,TN,228,563,791,0
2020-03-21,TN,371,3272,3643,0
2020-03-22,TN,505,3272,3777,0
2020-03-23,TN,615,3272,3887,2
2020-03-24,TN,667,10517,11184,2
2020-03-25,TN,784,11012,11796,3
2020-03-26,TN,957,13952,14909,3
2020-03-27,TN,1203,14888,16091,6
2020-03-28,TN,1373,16965,18338,6
2020-03-29,TN,1537,19037,20574,7
2020-03-30,TN,1834,21470,23304,13
2020-03-31,TN,2239,25121,27360,23
2020-04-01,TN,2683,29769,32452,24
2020-04-02,TN,2845,31766,34611,32
2020-04-03,TN,3067,34772,37839,37
2020-04-04,TN,3321,38070,41391,43
2020-04-05,TN,3633,41667,45300,44
2020-04-06,TN,3802,43548,47350,65
2020-04-07,TN,4138,48736,52874,72
2020-04-08,TN,4362,52256,56618,79
2020-04-09,TN,4634,55215,59849,94
2020-04-10,TN,4862,57937,62799,98
2020-04-11,TN,5114,61714,66828,101
2020-04-12,TN,5308,65369,70677,101
2020-04-13,TN,5610,70585,76195,109
2020-04-14,TN,5823,73008,78831,124
2020-04-15,TN,6079,74817,80896,135
2020-04-16,TN,6262,78787,85049,141
2020-04-17,TN,6589,80684,87273,142
2020-04-18,TN,6762,83824,90586,145
2020-04-19,TN,7070,90028,97098,148
2020-04-20,TN,7238,93451,100689,152
2020-04-21,TN,7394,100788,108182,157
2020-04-22,TN,7842,107138,114980,166
2020-04-23,TN,8266,114834,123100,170
2020-04-24,TN,8726,122602,131328,168
2020-04-25,TN,9189,132217,141406,178
2020-04-26,TN,9667,137807,147474,181
2020-04-27,TN,9918,144484,154402,184
2020-04-28,TN,10052,151876,161928,188
2020-04-29,TN,10366,158183,168549,195
2020-04-30,TN,10735,166891,177626,199
2020-05-01,TN,11891,174241,186132,204
2020-05-02,TN,12661,183615,196276,209
2020-05-03,TN,13177,191430,204607,210
2020-05-04,TN,13571,197872,211443,219
2020-05-05,TN,13690,205172,218862,226
2020-05-06,TN,13938,213163,227101,239
2020-05-07,TN,14096,222232,236328,237
2020-05-08,TN,14441,229137,243578,241
2020-05-09,TN,14768,237980,252748,242
2020-05-10,TN,14985,246884,261869,243
2020-05-11,TN,15544,257733,273277,251
2020-05-12,TN,16111,267713,283824,265
2020-05-13,TN,16370,276547,292917,273
2020-05-14,TN,16699,285618,302317,287
2020-05-15,TN,16970,292786,309756,290
2020-05-16,TN,17288,302913,320201,295
2020-05-17,TN,17388,307892,325280,298
2020-05-18,TN,18011,319417,337428,301
2020-05-19,TN,18378,327745,346123,305
2020-05-20,TN,18532,335481,354013,309
2020-05-21,TN,18961,341622,360583,313
2020-05-22,TN,19394,348776,368170,315
2020-05-23,TN,19789,353969,373758,329
2020-05-24,TN,20145,363431,383576,336
2020-05-25,TN,20607,375612,396219,338
2020-05-26,TN,20965,382539,403504,343
2020-05-27,TN,21306,388324,409630,353
2020-05-28,TN,21679,394310,415989,356
2020-05-29,TN,22085,399882,421967,360
2020-05-30,TN,22566,404480,427046,364
2020-05-31,TN,23006,412971,435977,364
2020-06-01,TN,23554,424939,448493,367
2020-06-02,TN,24375,437761,462136,381
2020-06-03,TN,24822,445957,470779,388
2020-06-04,TN,25120,451018,476138,401
2020-06-05,TN,25520,456652,482172,408
2020-06-06,TN,26071,465350,491421,417
2020-06-07,TN,26381,472387,498768,418
2020-06-08,TN,26944,485819,512763,421
2020-06-09,TN,27575,493622,521197,435
2020-06-10,TN,28061,500766,528827,436
2020-06-11,TN,28538,506756,535294,441
2020-06-12,TN,29126,561047,590173,468
2020-06-13,TN,29541,571821,601362,472
2020-06-14,TN,30432,584788,615220,475
2020-06-15,TN,31160,598818,629978,483
2020-06-16,TN,31830,607160,638990,493
2020-06-17,TN,32143,612430,644573,497
2020-06-18,TN,32829,619565,652394,509
2020-06-19,TN,34017,627672,661689,515
2020-06-20,TN,34446,640894,675340,524
2020-06-21,TN,35102,650527,685629,526
2020-06-22,TN,35553,664552,700105,531
2020-06-23,TN,36303,669116,705419,542
2020-06-24,TN,37235,681069,718304,556
2020-06-25,TN,38034,689515,727549,567
2020-06-26,TN,39444,702588,742032,577
2020-06-27,TN,40172,708381,748553,584
2020-06-28,TN,40172,708381,748553,584
2020-06-29,TN,42297,734909,777206,592
2020-06-30,TN,43509,749618,793127,604
2020-07-01,TN,45315,772571,817886,609
2020-07-02,TN,46890,791564,838454,620
2020-07-03,TN,48712,813777,862489,633
2020-07-04,TN,50140,828464,878604,637
2020-07-05,TN,51431,844735,896166,646
2020-07-06,TN,52155,852463,904618,653
2020-07-07,TN,53514,867685,921199,665
2020-07-08,TN,55986,894973,950959,685
2020-07-09,TN,57591,915123,972714,710
2020-07-10,TN,59546,935029,994575,723
2020-07-11,TN,61006,946108,1007114,738
2020-07-12,TN,61960,956055,1018015,741
2020-07-13,TN,65274,988687,1053961,749
2020-07-14,TN,66788,1005100,1071888,767
2020-07-15,TN,69061,1028612,1097673,783
2020-07-16,TN,71540,1052157,1123697,796
2020-07-17,TN,73819,1076853,1150672,815
2020-07-18,TN,76336,1097316,1173652,838
2020-07-19,TN,78115,1119182,1197297,843
2020-07-20,TN,79754,1135413,1215167,847
2020-07-21,TN,81944,1156289,1238233,871
2020-07-22,TN,84417,1179411,1263828,888
2020-07-23,TN,86987,1208998,1295985,925
2020-07-24,TN,89078,1233535,1322613,938
2020-07-25,TN,90796,1241578,1332374,964
2020-03-04,TX,1,0,1,0
2020-03-05,TX,1,0,1,0
2020-03-06,TX,5,0,5,0
2020-03-07,TX,8,0,8,0
2020-03-08,TX,8,0,8,0
2020-03-09,TX,12,0,12,0
2020-03-10,TX,13,0,13,0
2020-03-11,TX,21,0,21,0
2020-03-12,TX,23,0,23,0
2020-03-13,TX,39,0,39,0
2020-03-14,TX,51,0,51,0
2020-03-15,TX,56,0,56,0
2020-03-16,TX,57,0,57,0
2020-03-17,TX,64,1204,1268,1
2020-03-18,TX,83,1824,1907,2
2020-03-19,TX,143,2212,2355,3
2020-03-20,TX,194,5083,5277,5
2020-03-21,TX,304,6218,6522,5
2020-03-22,TX,334,8422,8756,5
2020-03-23,TX,352,9703,10055,8
2020-03-24,TX,410,10757,11167,9
2020-03-25,TX,974,12520,13494,12
2020-03-26,TX,1396,20028,21424,18
2020-03-27,TX,1731,21935,23666,23
2020-03-28,TX,2052,23208,25260,27
2020-03-29,TX,2552,23208,25760,34
2020-03-30,TX,2877,33003,35880,34
2020-03-31,TX,3266,39726,42992,41
2020-04-01,TX,3997,43860,47857,58
2020-04-02,TX,4669,46010,50679,70
2020-04-03,TX,5330,50434,55764,90
2020-04-04,TX,6110,57641,63751,105
2020-04-05,TX,6812,64126,70938,127
2020-04-06,TX,7276,78081,85357,140
2020-04-07,TX,8262,80387,88649,154
2020-04-08,TX,9353,86905,96258,177
2020-04-09,TX,10230,95904,106134,199
2020-04-10,TX,11671,104047,115718,226
2020-04-11,TX,12561,107972,120533,254
2020-04-12,TX,13484,111049,124533,271
2020-04-13,TX,13906,119320,133226,287
2020-04-14,TX,14624,131843,146467,318
2020-04-15,TX,15492,136318,151810,364
2020-04-16,TX,16455,142092,158547,393
2020-04-17,TX,17371,152165,169536,428
2020-04-18,TX,18260,157979,176239,453
2020-04-19,TX,18923,163787,182710,477
2020-04-20,TX,19458,170936,190394,495
2020-04-21,TX,20196,185203,205399,517
2020-04-22,TX,21069,195714,216783,543
2020-04-23,TX,21944,203134,225078,561
2020-04-24,TX,22806,219741,242547,593
2020-04-25,TX,23773,239043,262816,623
2020-04-26,TX,24631,251390,276021,648
2020-04-27,TX,25297,265220,290517,663
2020-04-28,TX,26171,274213,300384,690
2020-04-29,TX,27054,287736,314790,732
2020-04-30,TX,28087,302213,330300,782
2020-05-01,TX,29229,322546,351775,816
2020-05-02,TX,30522,350126,380648,847
2020-05-03,TX,31548,359012,390560,867
2020-05-04,TX,32332,375066,407398,884
2020-05-05,TX,33369,393841,427210,906
2020-05-06,TX,34422,404516,438938,948
2020-05-07,TX,35390,419772,455162,973
2020-05-08,TX,36609,440509,477118,1004
2020-05-09,TX,37860,451434,489294,1049
2020-05-10,TX,38869,462907,501776,1088
2020-05-11,TX,39869,485828,525697,1100
2020-05-12,TX,41048,497124,538172,1133
2020-05-13,TX,42403,514373,556776,1158
2020-05-14,TX,43851,543462,587313,1216
2020-05-15,TX,45198,564432,609630,1272
2020-05-16,TX,46999,591740,638739,1305
2020-05-17,TX,47784,602571,650355,1336
2020-05-18,TX,48693,631152,679845,1347
2020-05-19,TX,49912,650234,700146,1369
2020-05-20,TX,51323,669605,720928,1419
2020-05-21,TX,52268,687913,740181,1440
2020-05-22,TX,53449,687913,741362,1480
2020-05-23,TX,54509,708197,762706,1506
2020-05-24,TX,55348,708197,763545,1506
2020-05-25,TX,55971,749683,805654,1527
2020-05-26,TX,56560,764673,821233,1536
2020-05-27,TX,57921,797753,855674,1562
2020-05-28,TX,59776,813442,873218,1601
2020-05-29,TX,61006,832269,893275,1626
2020-05-30,TX,62338,866179,928517,1626
2020-05-31,TX,64287,887578,951865,1672
2020-06-01,TX,64880,905151,970031,1678
2020-06-02,TX,66568,919656,986224,1698
2020-06-03,TX,68271,938497,1006768,1734
2020-06-04,TX,69920,968635,1038555,1767
2020-06-05,TX,71613,989963,1061576,1788
2020-06-06,TX,73553,1019724,1093277,1819
2020-06-07,TX,74978,1025468,1100446,1830
2020-06-08,TX,75616,1044700,1120316,1830
2020-06-09,TX,77253,1070102,1147355,1853
2020-06-10,TX,79757,1081330,1161087,1885
2020-06-11,TX,81583,1124737,1206320,1920
2020-06-12,TX,83680,1143277,1226957,1939
2020-06-13,TX,86011,1174308,1260319,1957
2020-06-14,TX,87854,1208129,1295983,1976
2020-06-15,TX,89108,1225653,1314761,1983
2020-06-16,TX,93206,1255236,1348442,2029
2020-06-17,TX,96335,1273303,1369638,2062
2020-06-18,TX,99851,1307890,1407741,2105
2020-06-19,TX,103305,1320609,1423914,2140
2020-06-20,TX,107735,1355663,1463398,2165
2020-06-21,TX,111601,1414579,1526180,2182
2020-06-22,TX,114881,1434128,1549009,2192
2020-06-23,TX,120370,1476920,1597290,2220
2020-06-24,TX,125921,1504337,1630258,2249
2020-06-25,TX,131917,1527423,1659340,2296
2020-06-26,TX,137624,1559710,1697334,2324
2020-06-27,TX,143371,1579455,1722826,2366
2020-06-28,TX,148728,1626491,1775219,2393
2020-06-29,TX,153011,1666178,1819189,2403
2020-06-30,TX,159986,1709296,1869282,2424
2020-07-01,TX,168062,1753886,1921948,2481
2020-07-02,TX,175977,1799826,1975803,2525
2020-07-03,TX,183532,1830374,2013906,2575
2020-07-04,TX,191790,1880019,2071809,2608
2020-07-05,TX,195239,1938218,2133457,2637
2020-07-06,TX,200557,1963172,2163729,2655
2020-07-07,TX,210585,2010702,2221287,2715
2020-07-08,TX,220564,2038144,2258708,2813
2020-07-09,TX,230346,2082866,2313212,2918
2020-07-10,TX,240111,2149678,2389789,3013
2020-07-11,TX,250462,2179162,2429624,3112
2020-07-12,TX,258658,2234096,2492754,3192
2020-07-13,TX,264313,2275812,2540125,3235
2020-07-14,TX,275058,2323622,2598680,3322
2020-07-15,TX,282365,2359834,2642199,3432
2020-07-16,TX,292656,2407199,2699855,3561
2020-07-17,TX,307572,2459749,2767321,3735
2020-07-18,TX,317730,2524955,2842685,3865
2020-07-19,TX,325030,2607334,2932364,3958
2020-07-20,TX,332434,2652120,2984554,4020
2020-07-21,TX,341739,2701835,3043574,4151
2020-07-22,TX,351618,2752530,3104148,4348
2020-07-23,TX,361125,2803531,3164656,4521
2020-07-24,TX,369826,2862105,3231931,4717
2020-07-25,TX,375846,2930196,3306042,4885
2020-03-07,UT,1,0,1,0
2020-03-08,UT,1,0,1,0
2020-03-09,UT,1,0,1,0
2020-03-10,UT,2,0,2,0
2020-03-11,UT,2,0,2,0
2020-03-12,UT,4,131,135,0
2020-03-13,UT,6,131,137,0
2020-03-14,UT,6,131,137,0
2020-03-15,UT,28,131,159,0
2020-03-16,UT,39,131,170,0
2020-03-17,UT,51,131,182,0
2020-03-18,UT,63,131,194,0
2020-03-19,UT,78,1448,1526,0
2020-03-20,UT,112,2035,2147,0
2020-03-21,UT,136,2424,2560,0
2020-03-22,UT,181,3508,3689,1
2020-03-23,UT,257,4790,5047,1
2020-03-24,UT,299,5524,5823,1
2020-03-25,UT,346,6491,6837,1
2020-03-26,UT,402,7308,7710,1
2020-03-27,UT,480,8764,9244,2
2020-03-28,UT,602,10710,11312,2
2020-03-29,UT,719,13274,13993,2
2020-03-30,UT,806,15197,16003,4
2020-03-31,UT,887,17626,18513,5
2020-04-01,UT,1012,20155,21167,7
2020-04-02,UT,1074,20155,21229,7
2020-04-03,UT,1246,23002,24248,7
2020-04-04,UT,1428,26615,28043,8
2020-04-05,UT,1605,29287,30892,8
2020-04-06,UT,1675,31719,33394,13
2020-04-07,UT,1738,32909,34647,13
2020-04-08,UT,1846,34270,36116,13
2020-04-09,UT,1976,36397,38373,13
2020-04-10,UT,2102,38660,40762,17
2020-04-11,UT,2206,40340,42546,18
2020-04-12,UT,2303,41931,44234,18
2020-04-13,UT,2363,43424,45787,18
2020-04-14,UT,2412,44064,46476,19
2020-04-15,UT,2542,45072,47614,20
2020-04-16,UT,2683,46995,49678,21
2020-04-17,UT,2805,52966,55771,23
2020-04-18,UT,2931,57013,59944,25
2020-04-19,UT,3069,60486,63555,27
2020-04-20,UT,3213,65098,68311,28
2020-04-21,UT,3296,69062,72358,32
2020-04-22,UT,3445,73015,76460,34
2020-04-23,UT,3612,77015,80627,35
2020-04-24,UT,3782,80915,84697,39
2020-04-25,UT,3948,86258,90206,41
2020-04-26,UT,4123,91579,95702,41
2020-04-27,UT,4233,95962,100195,41
2020-04-28,UT,4343,98096,102439,45
2020-04-29,UT,4495,101283,105778,45
2020-04-30,UT,4672,103829,108501,46
2020-05-01,UT,4828,107730,112558,46
2020-05-02,UT,4981,112823,117804,49
2020-05-03,UT,5175,116927,122102,50
2020-05-04,UT,5317,119344,124661,50
2020-05-05,UT,5449,121266,126715,56
2020-05-06,UT,5595,125407,131002,58
2020-05-07,UT,5724,128819,134543,61
2020-05-08,UT,5919,132769,138688,61
2020-05-09,UT,6103,137191,143294,66
2020-05-10,UT,6251,140259,146510,67
2020-05-11,UT,6362,144223,150585,68
2020-05-12,UT,6432,147053,153485,73
2020-05-13,UT,6620,150166,156786,75
2020-05-14,UT,6749,153370,160119,75
2020-05-15,UT,6913,156305,163218,77
2020-05-16,UT,7068,159706,166774,78
2020-05-17,UT,7238,163514,170752,80
2020-05-18,UT,7384,166638,174022,80
2020-05-19,UT,7518,169793,177311,88
2020-05-20,UT,7710,171954,179664,90
2020-05-21,UT,7874,175000,182874,92
2020-05-22,UT,8057,178777,186834,93
2020-05-23,UT,8260,182519,190779,97
2020-05-24,UT,8392,186041,194433,97
2020-05-25,UT,8521,187947,196468,98
2020-05-26,UT,8620,189972,198592,101
2020-05-27,UT,8706,191920,200626,105
2020-05-28,UT,8921,194586,203507,106
2020-05-29,UT,9264,196591,205855,107
2020-05-30,UT,9533,200572,210105,112
2020-05-31,UT,9797,204117,213914,113
2020-06-01,UT,9999,208113,218112,113
2020-06-02,UT,10202,211589,221791,113
2020-06-03,UT,10497,213484,223981,117
2020-06-04,UT,10813,216694,227507,117
2020-06-05,UT,11252,220945,232197,120
2020-06-06,UT,11798,223351,235149,121
2020-06-07,UT,12066,225885,237951,121
2020-06-08,UT,12322,230577,242899,124
2020-06-09,UT,12559,234301,246860,127
2020-06-10,UT,12864,236896,249760,128
2020-06-11,UT,13252,241416,254668,131
2020-06-12,UT,13577,245209,258786,139
2020-06-13,UT,13981,248801,262782,139
2020-06-14,UT,14313,253400,267713,139
2020-06-15,UT,14608,258330,272938,143
2020-06-16,UT,14937,260763,275700,145
2020-06-17,UT,15344,263348,278692,149
2020-06-18,UT,15839,266846,282685,152
2020-06-19,UT,16425,270933,287358,155
2020-06-20,UT,17068,275809,292877,155
2020-06-21,UT,17462,278933,296395,158
2020-06-22,UT,17906,281406,299312,158
2020-06-23,UT,18300,283976,302276,163
2020-06-24,UT,18784,285954,304738,163
2020-06-25,UT,19374,292680,312054,164
2020-06-26,UT,20050,297518,317568,166
2020-06-27,UT,20628,302174,322802,167
2020-06-28,UT,21100,307349,328449,167
2020-06-29,UT,21664,312241,333905,168
2020-06-30,UT,22217,318536,340753,172
2020-07-01,UT,22716,320642,343358,173
2020-07-02,UT,23270,323116,346386,176
2020-07-03,UT,23866,332770,356636,181
2020-07-04,UT,24542,342174,366716,181
2020-07-05,UT,24952,346356,371308,184
2020-07-06,UT,25469,350373,375842,190
2020-07-07,UT,26033,356816,382849,194
2020-07-08,UT,26755,359005,385760,201
2020-07-09,UT,27356,361377,388733,205
2020-07-10,UT,28223,367751,395974,207
2020-07-11,UT,28855,376497,405352,212
2020-07-12,UT,29484,383574,413058,215
2020-07-13,UT,30030,388305,418335,216
2020-07-14,UT,30478,394043,424521,226
2020-07-15,UT,30891,401189,432080,233
2020-07-16,UT,31845,407683,439528,234
2020-07-17,UT,32572,415234,447806,235
2020-07-18,UT,33332,422908,456240,243
2020-07-19,UT,34117,428705,462822,243
2020-07-20,UT,34526,434878,469404,247
2020-07-21,UT,35012,440431,475443,251
2020-07-22,UT,35578,445824,481402,260
2020-07-23,UT,36099,449323,485422,267
2020-07-24,UT,36962,457109,494071,273
2020-07-25,UT,37623,462516,500139,274
2020-03-05,VA,0,18,18,0
2020-03-06,VA,0,21,21,0
2020-03-07,VA,0,31,31,0
2020-03-08,VA,2,36,38,0
2020-03-09,VA,3,38,41,0
2020-03-10,VA,8,53,61,0
2020-03-11,VA,9,60,69,0
2020-03-12,VA,17,117,134,0
2020-03-13,VA,30,117,147,0
2020-03-14,VA,30,117,147,0
2020-03-15,VA,45,363,408,1
2020-03-16,VA,51,438,489,1
2020-03-17,VA,67,961,1028,1
2020-03-18,VA,77,1201,1278,1
2020-03-19,VA,94,1829,1923,2
2020-03-20,VA,114,2211,2325,2
2020-03-21,VA,152,2638,2790,2
2020-03-22,VA,219,3118,3337,3
2020-03-23,VA,254,3443,3697,6
2020-03-24,VA,290,4180,4470,7
2020-03-25,VA,391,4979,5370,9
2020-03-26,VA,460,5729,6189,13
2020-03-27,VA,604,6733,7337,14
2020-03-28,VA,739,8427,9166,17
2020-03-29,VA,890,9719,10609,22
2020-03-30,VA,1020,11018,12038,25
2020-03-31,VA,1250,12151,13401,27
2020-04-01,VA,1484,13860,15344,34
2020-04-02,VA,1706,15883,17589,41
2020-04-03,VA,2012,16993,19005,46
2020-04-04,VA,2407,19145,21552,52
2020-04-05,VA,2637,21034,23671,51
2020-04-06,VA,2878,21643,24521,54
